Característica,Score
Your personal information : write to user defined dictionary (S),0.07109252999021948
Default : Move application resources (S),0.06986984107617371
Default : update component usage statistics (S),0.06986984107617371
Hardware controls : test hardware (S),0.06917503349527673
System tools : mount and unmount filesystems (D),0.06836769957608073
Your personal information : retrieve system internal state (S),0.05874261253348518
Development tools : limit number of running processes (D),0.05790886768050942
Development tools : make all background applications close (D),0.05790886768050942
System tools : set wallpaper size hints (S),0.05627795578536515
Default : force device reboot (S),0.05584497098232465
Your messages : send WAP-PUSH-received broadcast (S),0.055844605547841604
Default : delete other applications' data (S),0.054367734593399296
System tools : reorder running applications (D),0.05389535405072876
Default : delete applications (S),0.05384676320417873
Your accounts : Google App Engine (D),0.05063462682871767
Network communication : control Near Field Communication (D),0.04941936524788638
Your messages : Read Email attachments (D),0.047650072993183246
System tools : force stop other applications (S),0.047425707034926316
Default : manage application tokens (S),0.046369876368680674
Default : control system backup and restore (S),0.04502079098651044
Default : disable or modify status bar (S),0.04376909799149714
Default : control location update notifications (S),0.042377093649496295
Default : bind to an input method (S),0.040361756448481806
Default : partial shutdown (S),0.03848313276683941
Default : interact with a device admin (S),0.03724135578543512
System tools : change your UI settings (D),0.03606588351175882
System tools : allow Wi-Fi Multicast reception (D),0.03516419940122195
Default : prevent app switches (S),0.030766129633323352
System tools : modify global animation speed (D),0.02879627350110743
Default : access checkin properties (S),0.028751752741920423
System tools : read/write to resources owned by diag (S),0.028738018070415188
Default : Access download manager. (S),0.026585116206997928
Network communication : make/receive Internet calls (D),0.025815533575792315
System tools : set time zone (D),0.02501740518305873
Default : Access Email provider data (S),0.02481554825512858
Default : Access DRM content. (S),0.02391213922825655
Default : set time (S),0.022569148281354146
System tools : set wallpaper (S),0.019364684985759113
Default : enable or disable application components (S),0.01899694174932605
Development tools : enable application debugging (D),0.0170955239711752
Network communication : Broadcast data messages to applications. (S),0.01673566806754792
Default : press keys and control buttons (S),0.015486781685280351
Your accounts : Google Finance (D),0.015340431792393958
Default : permission to install a location provider (S),0.01506866892392178
Default : change screen orientation (S),0.01343663777571452
Development tools : send Linux signals to applications (D),0.013117527921915133
Default : delete other applications' caches (S),0.01195312872594228
Default : display unauthorized windows (S),0.011700463183910268
Default : monitor and control all application launching (S),0.011104715746738136
Default : Send download notifications. (S),0.010903702474472145
Default : read frame buffer (S),0.010683377598710799
Default : Advanced download manager functions. (S),0.010574368913695361
Default : access the cache filesystem (S),0.010574368913695294
Default : bind to a wallpaper (S),0.008401335047149865
Default : access SurfaceFlinger (S),0.008285117601185431
Default : modify the Google services map (S),0.007236746157606354
Default : record what you type and actions you take (S),0.0032478005949719106
Default : read phone state and identity (S),0.0020216289699368484
System tools : send package removed broadcast (S),0.001741370891458812
Default : force application to close (S),0.0
